title,proposer,postedDate,status,admin,closedDate,lifespan,comments,dynasty
"No Gods, No Masters [Core]","Josh","01 Apr  2021 16:12:00","Failed","Kevan","03 Apr 2021  16:26:06",48,17,187
"just the Sfida thing!","lemon","02 Apr  2021 12:19:00","Enacted","Kevan","03 Apr 2021  16:29:24",28,6,187
"Speed Giolitti","Kevan","02 Apr  2021 13:32:00","Failed","Kevan","03 Apr 2021  16:30:35",26,9,187
"Patchfest 2021","Josh","02 Apr  2021 14:38:00","Enacted","Clucky","04 Apr 2021  18:20:27",51,7,187
"Pass and Pass","Brendan","02 Apr  2021 20:24:00","Enacted","Brendan","05 Apr 2021  01:29:37",53,10,187
"West Coast Best Coast","Clucky","02 Apr  2021 20:53:00","Failed","Brendan","05 Apr 2021  01:32:01",52,15,187
"Favours","lemon","03 Apr  2021 12:25:00","Enacted","Brendan","05 Apr 2021  14:06:39",49,14,187
"Galileo Figaro","Kevan","03 Apr  2021 13:07:00","Enacted","Brendan","05 Apr 2021  14:10:02",49,10,187
"Every thing at once","Raven1207","03 Apr  2021 15:21:00","Failed","?","05 Apr 2021  15:39:26",48,5,187
"Zap!","Clucky","03 Apr  2021 16:12:00","Failed","Josh","05 Apr 2021  17:15:34",49,7,187
"Putting it all out there","Clucky","05 Apr  2021 06:21:00","Enacted","Kevan","06 Apr 2021  17:50:21",35,8,187
"Morante Fix","Clucky","05 Apr  2021 17:41:00","Enacted","Kevan","07 Apr 2021  12:21:56",42,9,187
"Locked Out","Clucky","06 Apr  2021 17:52:00","Enacted","Clucky","08 Apr 2021  18:01:37",48,9,187
"Crown Match Bribery","lemon","06 Apr  2021 21:58:00","Enacted","Kevan","08 Apr 2021  18:10:25",44,10,187
"Pax Tognolus","pokes","07 Apr  2021 01:48:00","Failed","Josh","09 Apr 2021  09:04:14",55,13,187
"Fourteen days is foreeeeeeeeveeeeeeeer","Josh","07 Apr  2021 16:00:00","Failed","Kevan","09 Apr 2021  11:56:36",43,25,187
"Seven days is still a long time but not quite forever","Clucky","07 Apr  2021 17:06:00","Failed","?","09 Apr 2021  17:42:20",48,5,187
"Hidden Masks","Clucky","08 Apr  2021 21:31:00","Enacted","Josh","09 Apr 2021  19:41:10",22,5,187
"[Special Case] BlogNomic Medallion Club","pokes","09 Apr  2021 01:15:00","Failed","Kevan","10 Apr 2021  07:52:21",30,9,187
"Adopted Variables [Appendix]","Josh","09 Apr  2021 12:01:00","Failed","pokes","10 Apr 2021  19:23:29",31,13,187
"Touch-up","pokes","09 Apr  2021 13:43:00","Enacted","pokes","10 Apr 2021  19:25:50",29,7,187
"Full Juice","Clucky","09 Apr  2021 17:42:00","Enacted","Clucky","10 Apr 2021  21:57:05",28,5,187
"Solo Effort (Special Case)","Clucky","10 Apr  2021 22:21:00","Enacted","Kevan","12 Apr 2021  09:38:30",35,14,187
"Crown Match Tiebreaker","lemon","10 Apr  2021 22:50:00","Enacted","Kevan","12 Apr 2021  10:07:55",35,4,187
"Asterisks to Asterisks [Special Case]","Kevan","12 Apr  2021 09:54:00","Enacted","Brendan","12 Apr 2021  22:27:29",12,4,187
"Non-existing channels[Special Case]","Raven1207","12 Apr  2021 18:50:00","Failed","Jumble","12 Apr 2021  23:17:13",4,8,187
"Home Sweet Home","lemon","14 Apr  2021 21:52:00","Enacted","pokes","15 Apr 2021  12:18:52",14,12,188
"Asset Protection","lemon","14 Apr  2021 21:56:00","Enacted","pokes","15 Apr 2021  12:22:27",14,12,188
"No Arbitrary Code Execution, Please","Clucky","14 Apr  2021 22:02:00","Enacted","pokes","15 Apr 2021  12:24:05",14,9,188
"Asset Revisions","Clucky","14 Apr  2021 23:10:00","Enacted","pokes","15 Apr 2021  12:26:16",13,10,188
"Donâ€™t fear the Reinitializer","pokes","15 Apr  2021 02:15:00","Enacted","Brendan","15 Apr 2021  15:20:40",13,19,188
"Tasks and Rec","Josh","15 Apr  2021 07:57:00","Enacted","Clucky","15 Apr 2021  22:20:51",14,11,188
"Complementors [Appendix]","Josh","15 Apr  2021 13:21:00","Enacted","Clucky","16 Apr 2021  05:28:35",16,11,188
"Eyes Only","Kevan","15 Apr  2021 14:30:00","Enacted","Clucky","16 Apr 2021  05:29:42",14,10,188
"10 PRINT â€œAll Work And No Playâ€","Kevan","15 Apr  2021 15:07:00","Enacted","Clucky","16 Apr 2021  05:32:38",14,10,188
"Soft Reset","Brendan","15 Apr  2021 15:30:00","Failed","Clucky","16 Apr 2021  05:33:22",14,16,188
"Data Systems","Clucky","15 Apr  2021 15:51:00","Enacted","Kevan","16 Apr 2021  11:38:42",19,8,188
"Non-Threatening Behavior","Zack","15 Apr  2021 17:13:00","Failed","Kevan","16 Apr 2021  11:39:37",18,16,188
"[Appendix] Prioritisation overrides actually override","Jason","15 Apr  2021 17:25:00","Enacted","Clucky","17 Apr 2021  04:17:26",34,13,188
"More input, Stephanie!","lemon","15 Apr  2021 22:24:00","Enacted","?","17 Apr 2021  04:20:00",29,12,188
"Favours Mk II [Special Case]","lemon","15 Apr  2021 23:03:00","Enacted","Jumble","17 Apr 2021  04:26:40",29,26,188
"The Dragon and The Turtle","Josh","16 Apr  2021 09:51:00","Failed","Jumble","17 Apr 2021  04:32:04",18,15,188
"Take Me to Your Leader","Kevan","16 Apr  2021 10:31:00","Enacted","Jumble","17 Apr 2021  04:33:27",18,9,188
"Lab Rats","Kevan","16 Apr  2021 14:23:00","Enacted","Jumble","17 Apr 2021  04:34:58",14,7,188
"Medium Firmness Reset","Brendan","16 Apr  2021 18:54:00","Enacted","Kevan","17 Apr 2021  14:03:21",19,12,188
"Action Jackson","Clucky","17 Apr  2021 01:42:00","Enacted","Clucky","17 Apr 2021  18:21:28",16,8,188
"Version Control","Clucky","17 Apr  2021 01:54:00","Enacted","Jumble","18 Apr 2021  00:45:41",22,15,188
"Reprogramming","lemon","17 Apr  2021 04:52:00","Failed","Kevan","19 Apr 2021  08:47:00",51,25,188
"Good Eggs","lemon","17 Apr  2021 05:00:00","Enacted","Kevan","19 Apr 2021  08:48:50",51,9,188
"A Stopped Clock","Jumble","17 Apr  2021 05:13:00","Failed","Kevan","19 Apr 2021  08:50:11",51,9,188
"The Action Cut","Jumble","17 Apr  2021 11:36:00","Failed","Kevan","19 Apr 2021  11:40:46",48,11,188
"Made Out of Meat","Kevan","17 Apr  2021 11:42:00","Enacted","Kevan","19 Apr 2021  11:42:33",48,10,188
"Blackout","Clucky","17 Apr  2021 18:22:00","Failed","Kevan","19 Apr 2021  19:05:27",48,15,188
"Oversitting","Clucky","18 Apr  2021 05:16:00","Enacted","Kevan","19 Apr 2021  19:08:16",37,18,188
"Segmentation Fault","Kevan","18 Apr  2021 17:57:00","Enacted","Kevan","19 Apr 2021  19:10:17",25,11,188
"A Greater Understanding","lemon","19 Apr  2021 11:43:00","Enacted","Jumble","20 Apr 2021  00:26:23",12,7,188
"No Time To Explain","lemon","19 Apr  2021 11:47:00","Enacted","Jumble","20 Apr 2021  03:41:13",15,6,188
"Weâ€™re still in beta","Jumble","19 Apr  2021 12:06:00","Enacted","Jumble","20 Apr 2021  03:46:48",15,9,188
"Beta Blocker","Kevan","19 Apr  2021 16:55:00","Enacted","Kevan","20 Apr 2021  15:03:48",22,10,188
"Server Unshuffle","Jumble","20 Apr  2021 03:37:00","Failed","Kevan","20 Apr 2021  15:06:32",11,9,188
"a little tidying up","lemon","20 Apr  2021 03:59:00","Enacted","pokes","20 Apr 2021  18:27:01",14,6,188
"Executive Decisions","lemon","20 Apr  2021 05:27:00","Enacted","Kevan","21 Apr 2021  09:35:59",28,7,188
"Deep Dreams are Made of This","Kevan","20 Apr  2021 08:17:00","Enacted","Kevan","21 Apr 2021  09:37:48",25,10,188
"Data Classification","Jumble","20 Apr  2021 13:05:00","Enacted","Kevan","21 Apr 2021  09:39:15",20,8,188
"TUO YAW","Kevan","20 Apr  2021 15:14:00","Enacted","Kevan","22 Apr 2021  16:01:49",48,13,188
"The difference between Fire and Love","Clucky","20 Apr  2021 16:46:00","Enacted","Kevan","22 Apr 2021  16:02:57",47,7,188
"Airgapping, but actually a proposal","Jason","21 Apr  2021 00:22:00","Enacted","Kevan","22 Apr 2021  16:04:54",39,5,188
"My Room My Rules","Clucky","21 Apr  2021 01:13:00","Enacted","Clucky","23 Apr 2021  01:42:12",48,7,188
"Gumming Up The System","Clucky","21 Apr  2021 01:27:00","Illegal","?","21 Apr 2021  15:03:54",13,5,188
"Quick Compliance","lemon","21 Apr  2021 04:02:00","Enacted","Brendan","23 Apr 2021  01:43:48",45,7,188
"Fungible Tokens","Kevan","21 Apr  2021 09:49:00","Enacted","Clucky","23 Apr 2021  01:46:31",39,8,188
"Electronic Warfare","lemon","22 Apr  2021 00:00:00","Enacted","Clucky","23 Apr 2021  01:50:23",25,6,188
"/var/log","Kevan","22 Apr  2021 16:49:00","Enacted","Kevan","23 Apr 2021  17:56:24",25,10,188
"Autopilot Engaged","Clucky","22 Apr  2021 22:17:00","Failed","Kevan","23 Apr 2021  17:57:34",19,11,188
"Iâ€™m A Helper!","Clucky","23 Apr  2021 01:58:00","Enacted","Kevan","24 Apr 2021  10:22:14",32,7,188
"In This Together, Out Of This Together","lemon","23 Apr  2021 02:46:00","Failed","Clucky","24 Apr 2021  23:13:45",44,12,188
"Clean Sweep","lemon","23 Apr  2021 03:09:00","Enacted","Kevan","25 Apr 2021  12:15:37",57,5,188
"Clock Rate","Kevan","23 Apr  2021 11:01:00","Enacted","Kevan","25 Apr 2021  12:17:02",49,9,188
"Kolmogorov Decomplexity","pokes","23 Apr  2021 11:57:00","Failed","Kevan","25 Apr 2021  12:17:36",48,8,188
"Post-Humanity Club","pokes","23 Apr  2021 12:02:00","Enacted","Kevan","25 Apr 2021  12:20:28",48,8,188
"Reboot","Raven1207","23 Apr  2021 15:50:00","Failed","Kevan","25 Apr 2021  16:04:50",48,5,188
"Softer Reset","Clucky","23 Apr  2021 18:19:00","Enacted","Clucky","25 Apr 2021  20:40:26",50,5,188
"File Storage Upgrade","Zack","23 Apr  2021 21:24:00","Enacted","Clucky","25 Apr 2021  20:42:32",47,11,188
"It Doesnâ€™t Look Like Anything To Me","Kevan","24 Apr  2021 10:19:00","Enacted","Clucky","25 Apr 2021  20:43:18",34,7,188
"Movement Restrictions","lemon","25 Apr  2021 00:58:00","Enacted","Kevan","26 Apr 2021  09:36:24",32,7,188
"Open the Box","Kevan","25 Apr  2021 14:06:00","Failed","Kevan","27 Apr 2021  14:50:49",48,6,188
"Deep Dives","lemon","26 Apr  2021 03:25:00","Enacted","Kevan","27 Apr 2021  15:53:06",36,5,188
"leeway mechanic sus","Jumble","26 Apr  2021 05:14:00","Enacted","Kevan","27 Apr 2021  16:00:18",34,5,188
"Share and Enjoy","Kevan","26 Apr  2021 10:14:00","Enacted","Kevan","28 Apr 2021  10:44:16",48,7,188
"Back In Time","Clucky","26 Apr  2021 17:36:00","Enacted","Kevan","28 Apr 2021  10:45:26",41,9,188
"I just want this back in [Appendix]","Jumble","26 Apr  2021 19:33:00","Enacted","Kevan","28 Apr 2021  11:27:48",39,7,188
"Original Synonym (Core) (Appendix)","Clucky","26 Apr  2021 23:38:00","Enacted","Clucky","29 Apr 2021  03:02:51",51,11,188
"Escape Room","Kevan","27 Apr  2021 15:29:00","Enacted","Clucky","29 Apr 2021  03:05:09",35,8,188
"Nuh-Uh","lemon","27 Apr  2021 23:06:00","Failed","Clucky","30 Apr 2021  01:28:51",50,7,188
"Viruses Are Bad For Everyone!","lemon","28 Apr  2021 00:54:00","Failed","Clucky","30 Apr 2021  01:29:23",48,6,188
"Sounds Kinda Sus To Me","Clucky","28 Apr  2021 17:55:00","Failed","Clucky","01 May 2021  15:36:07",69,10,188
"Checking the Server Logs","Kevan","29 Apr  2021 09:47:00","Enacted","Clucky","01 May 2021  15:37:04",53,9,188
"From The Desk Of","Kevan","29 Apr  2021 10:24:00","Enacted","Clucky","01 May 2021  15:40:48",53,6,188
"Office Cams","Clucky","29 Apr  2021 15:07:00","Enacted","Clucky","01 May 2021  15:42:46",48,7,188
"Loosened Understanding","lemon","30 Apr  2021 22:42:00","Enacted","Kevan","02 May 2021  12:45:04",38,5,188
"Clearing an Escape Route","Clucky","01 May  2021 15:43:00","Enacted","Kevan","02 May 2021  15:21:31",23,4,188
"What Have We Learned Today?","Clucky","01 May  2021 22:32:00","Enacted","Clucky","03 May 2021  19:11:15",44,4,188
"Two Ways Out","lemon","01 May  2021 23:35:00","Enacted","Kevan","04 May 2021  10:17:19",58,6,188
"Out of Memory","Kevan","02 May  2021 09:14:00","Failed","Kevan","04 May 2021  10:17:53",49,5,188
"Novel Thoughts","Clucky","04 May  2021 00:42:00","Failed","Kevan","05 May 2021  16:16:17",39,6,188
"Multiple Escape Routes Engaged","Clucky","04 May  2021 19:40:00","Enacted","Clucky","06 May 2021  23:27:53",51,7,188
"Viral Corruption Redux","lemon","05 May  2021 23:37:00","Failed","Jumble","08 May 2021  01:57:38",50,4,188
"Hooky","lemon","06 May  2021 00:21:00","Enacted","Jumble","08 May 2021  02:49:39",50,5,188
"Beta Testing Period","Jumble","06 May  2021 01:23:00","Enacted","Jumble","08 May 2021  02:54:08",49,11,188
"Drip Drip","Clucky","06 May  2021 05:56:00","Enacted","Jumble","08 May 2021  03:02:17",45,6,188
"The Back Rooms","Kevan","07 May  2021 19:02:00","Enacted","Kevan","09 May 2021  18:09:21",47,7,188
"Everybodyâ€™s Nowhere","Kevan","07 May  2021 19:10:00","Enacted","Kevan","09 May 2021  18:10:23",47,7,188
"What. Are you doing. In my swamp??!?!","Clucky","07 May  2021 19:32:00","Enacted","Kevan","09 May 2021  18:11:53",46,8,188
"Moral Shift","SupernovaStarbright","09 May  2021 14:39:00","Enacted","Kevan","11 May 2021  08:37:17",41,6,188
"The Orsinov Simulation","SupernovaStarbright","09 May  2021 15:23:00","Failed","Kevan","11 May 2021  15:40:57",48,7,188
"One Small Step","Kevan","09 May  2021 18:57:00","Failed","Kevan","11 May 2021  15:42:29",44,6,188
"one more shot at a PVP mechanicâ€¦","lemon","10 May  2021 00:13:00","Failed","Kevan","12 May 2021  15:26:06",63,3,188
"...and if that doesnâ€™t work","lemon","10 May  2021 00:17:00","Failed","?","12 May 2021  15:26:40",63,7,188
"Whoâ€™s the dummy now?","SupernovaStarbright","10 May  2021 00:36:00","Illegal","Clucky","10 May 2021  02:00:26",1,1,188
"Private Practice","Clucky","10 May  2021 02:04:00","Failed","?","12 May 2021  15:28:16",61,13,188
"Counting My Chickens","Clucky","10 May  2021 15:34:00","Enacted","Clucky","12 May 2021  15:29:39",47,7,188
"Piggybacking on the Escape","Jason","10 May  2021 16:31:00","Failed","Kevan","12 May 2021  15:36:27",47,3,188
"[Special Case] Are Favors Favourable?","Jumble","10 May  2021 17:53:00","Failed","Kevan","12 May 2021  18:25:56",48,12,188
"The Favour Sprinkler","Josh","10 May  2021 20:20:00","Failed","Kevan","12 May 2021  18:26:37",46,10,188
"Art Makes The World Go Round","Clucky","12 May  2021 15:34:00","Enacted","?","13 May 2021  03:38:48",12,13,189
"Picking Favorites","Clucky","12 May  2021 15:39:00","Enacted","Clucky","13 May 2021  03:41:33",12,10,189
"Attribution-NonCommercial-NoDerivatives 4.0 International","Josh","12 May  2021 16:05:00","Failed","pokes","13 May 2021  12:38:47",20,36,189
"Art for All","Kevan","12 May  2021 18:45:00","Enacted","pokes","13 May 2021  12:40:49",17,19,189
"MPAA Ratings","SupernovaStarbright","12 May  2021 21:10:00","Failed","pokes","13 May 2021  12:41:48",15,2,189
"Donâ€™t Copy That Floppy","Clucky","13 May  2021 03:41:00","Enacted","Clucky","13 May 2021  15:50:27",12,8,189
"Going for Broker","Josh","13 May  2021 09:44:00","Enacted","Clucky","14 May 2021  01:26:17",15,12,189
"Slingshot","Clucky","13 May  2021 18:39:00","Failed","Kevan","15 May 2021  19:39:15",49,23,189
"Private Collection, Reporting For Duty","Clucky","13 May  2021 18:44:00","Enacted","Kevan","15 May 2021  19:40:47",48,8,189
"Easier on some Sourcers[Core]","Raven1207","14 May  2021 01:08:00","Failed","Kevan","15 May 2021  19:41:26",42,9,189
"But I Know What I Like","Kevan","14 May  2021 15:16:00","Enacted","Kevan","15 May 2021  19:42:31",28,14,189
"Whodunnit","Clucky","15 May  2021 20:37:00","Failed","Kevan","17 May 2021  09:27:29",36,12,189
"Descaffolding","Clucky","15 May  2021 20:52:00","Enacted","Kevan","17 May 2021  09:28:50",36,7,189
"Exclusive Ownership","lemon","15 May  2021 23:13:00","Failed","Clucky","18 May 2021  01:25:46",50,7,189
"The Liberation [Special Case]","Josh","16 May  2021 10:53:00","Enacted","Kevan","18 May 2021  08:48:19",45,11,189
"Long Spoons [Core]","Kevan","17 May  2021 09:02:00","Enacted","Kevan","19 May 2021  09:16:48",48,14,189
"White Cubes","Kevan","17 May  2021 09:47:00","Enacted","Kevan","19 May 2021  09:48:50",48,9,189
"I Know What You Meant","Clucky","17 May  2021 16:20:00","Enacted","Kevan","19 May 2021  09:49:52",41,8,189
"A Few Minor Fixes","Clucky","17 May  2021 16:27:00","Enacted","Kevan","19 May 2021  09:51:00",41,11,189
"Provenance","Kevan","19 May  2021 10:07:00","Enacted","Kevan","20 May 2021  17:10:13",31,14,189
"Render Unto Caesar","Josh","19 May  2021 17:03:00","Failed","Kevan","21 May 2021  15:43:35",46,10,189
"Investment Game","Clucky","19 May  2021 17:18:00","Failed","Kevan","21 May 2021  15:45:18",46,21,189
"Beltracchi","Josh","20 May  2021 12:03:00","Failed","Kevan","22 May 2021  18:02:17",53,9,189
"Se protÃ©ger le cou","pokes","20 May  2021 12:59:00","Enacted","Kevan","22 May 2021  18:03:41",53,15,189
"Sellers Market","Clucky","20 May  2021 16:43:00","Enacted","Kevan","22 May 2021  18:07:19",49,7,189
"Hey look, they match.","Trapdoorspyder","20 May  2021 20:44:00","Failed","Kevan","22 May 2021  18:08:48",45,9,189
"Doughboys","Clucky","21 May  2021 16:00:00","Enacted","Kevan","22 May 2021  18:13:17",26,6,189
"Simpler transactions","Josh","21 May  2021 20:03:00","Failed","Clucky","24 May 2021  05:33:21",57,11,189
"Par, quid expediat","Trapdoorspyder","22 May  2021 13:54:00","Illegal","Kevan","24 May 2021  09:31:18",43,6,189
"But do you want to?","Trapdoorspyder","22 May  2021 19:51:00","Failed","Kevan","24 May 2021  20:06:16",48,12,189
"Buyers Market","Clucky","23 May  2021 04:26:00","Enacted","Kevan","25 May 2021  08:49:39",52,7,189
"Human, Eye, Shadow, Spider","Kevan","23 May  2021 17:57:00","Enacted","Kevan","25 May 2021  08:51:03",38,6,189
"Collectorâ€™s Dozen","Clucky","23 May  2021 21:35:00","Enacted","Kevan","25 May 2021  10:55:59",37,7,189
"Saatchiarchy","Kevan","24 May  2021 09:23:00","Enacted","Clucky","26 May 2021  22:47:02",61,7,189
"Get them together, now","Trapdoorspyder","24 May  2021 15:11:00","Enacted","Clucky","26 May 2021  22:47:36",55,13,189
"Psst","Clucky","25 May  2021 19:29:00","Failed","Kevan","27 May 2021  09:11:38",37,3,189
"Psssst","Clucky","26 May  2021 01:26:00","Failed","Kevan","27 May 2021  09:11:58",31,8,189
"Appreciable Acquisitions","lemon","27 May  2021 13:12:00","Enacted","Kevan","28 May 2021  10:36:27",21,5,189
"snake oil proofing","lemon","27 May  2021 13:22:00","Enacted","pokes","28 May 2021  18:48:22",29,10,189
"This Way Up","Kevan","27 May  2021 16:12:00","Enacted","pokes","28 May 2021  18:50:24",26,9,189
"Captain Comeback","Clucky","27 May  2021 17:53:00","Enacted","Clucky","30 May 2021  16:15:24",70,8,189
"Snake charmer","Josh","28 May  2021 08:31:00","Enacted","Clucky","30 May 2021  16:16:44",55,6,189
"Loss Adjustment","Kevan","28 May  2021 11:02:00","Failed","Clucky","30 May 2021  16:17:14",53,5,189
"To Have And Uphold [Appendix] [Core]","Josh","01 Jun  2021 09:33:00","Failed","Kevan","03 Jun 2021  08:40:46",47,8,189
"Proving the Rule [Core]","Kevan","01 Jun  2021 17:33:00","Failed","Kevan","03 Jun 2021  17:20:14",47,33,189
"Hyperdeflation","Kevan","02 Jun  2021 15:43:00","Failed","Kevan","04 Jun 2021  15:33:39",47,8,189
"Exit Through The Gift Shop","Kevan","03 Jun  2021 17:50:00","Enacted","Kevan","04 Jun 2021  15:43:21",21,11,189
"On Your Bike","Kevan","04 Jun  2021 16:00:00","Enacted","Kevan","05 Jun 2021  08:15:05",16,4,189
"Tree In The Forrest","Clucky","04 Jun  2021 16:03:00","Enacted","Kevan","05 Jun 2021  08:15:58",16,6,189
"What Goes Around","Kevan","05 Jun  2021 17:56:00","Enacted","Kevan","06 Jun 2021  13:37:12",19,6,189
"Eyes Only [Appendix]","Kevan","05 Jun  2021 18:31:00","Enacted","Clucky","08 Jun 2021  06:14:40",59,8,189
"Covering some bases","Clucky","06 Jun  2021 03:27:00","Failed","Clucky","08 Jun 2021  06:15:10",50,3,189
"No Ringers","Clucky","06 Jun  2021 05:21:00","Failed","Clucky","08 Jun 2021  06:15:55",48,7,189
"Last orders","Josh","06 Jun  2021 16:46:00","Enacted","Kevan","08 Jun 2021  15:03:08",46,6,189
"The Bell","Kevan","07 Jun  2021 09:39:00","Failed","Kevan","08 Jun 2021  15:15:16",29,6,189
"All Ears [Appendix]","Kevan","08 Jun  2021 08:41:00","Enacted","Kevan","09 Jun 2021  13:35:19",28,3,190
"Down into the dark","Josh","09 Jun  2021 13:26:00","Enacted","Kevan","10 Jun 2021  06:49:53",17,8,190
"Bare bones","Josh","09 Jun  2021 13:42:00","Enacted","Kevan","10 Jun 2021  07:00:56",17,6,190
"This is not a place of honor","pokes","09 Jun  2021 13:46:00","Failed","Kevan","10 Jun 2021  06:58:40",17,11,190
"Architecture and Immorality","Kevan","09 Jun  2021 14:38:00","Enacted","Josh","10 Jun 2021  13:21:32",22,7,190
"Energizer Bunny","Clucky","09 Jun  2021 14:56:00","Enacted","Josh","10 Jun 2021  13:23:33",22,9,190
"Under New Management [Appendix]","Kevan","09 Jun  2021 15:02:00","Enacted","Josh","10 Jun 2021  13:29:27",22,8,190
"A warning about danger","pokes","09 Jun  2021 16:29:00","Enacted","Clucky","10 Jun 2021  17:06:53",24,9,190
"Richardo von Nestor is the Sigilist","Clucky","09 Jun  2021 19:53:00","Enacted","Kevan","10 Jun 2021  17:46:05",21,6,190
"Dracula â€˜Slayer","Brendan","09 Jun  2021 21:18:00","Failed","Kevan","10 Jun 2021  17:47:14",20,11,190
"Dangerous and Repulsive","lemon","10 Jun  2021 00:10:00","Enacted","Kevan","10 Jun 2021  18:20:48",18,8,190
"Double Jump","Kevan","10 Jun  2021 08:27:00","Enacted","Brendan","10 Jun 2021  20:35:43",12,8,190
"Bada bane, bada boon","Josh","10 Jun  2021 08:59:00","Failed","Brendan","10 Jun 2021  20:43:07",11,9,190
"The Danger is in a Particular Location","lemon","10 Jun  2021 10:31:00","Enacted","Kevan","11 Jun 2021  08:38:08",22,11,190
"Like a Record","Phil","10 Jun  2021 13:55:00","Failed","Kevan","11 Jun 2021  08:38:42",18,11,190
"Powered On","Clucky","10 Jun  2021 17:12:00","Enacted","Kevan","11 Jun 2021  08:40:25",15,9,190
"Draculaid Up","Brendan","10 Jun  2021 17:17:00","Enacted","Brendan","11 Jun 2021  18:49:04",25,16,190
"That Coffin Sound","Kevan","10 Jun  2021 18:14:00","Failed","Brendan","11 Jun 2021  18:54:52",24,8,190
"Its Dangerous To Go Alone","Clucky","10 Jun  2021 19:01:00","Enacted","Brendan","11 Jun 2021  18:55:44",23,9,190
"The Cessna 150 is now boarding","Josh","10 Jun  2021 19:09:00","Enacted","Brendan","11 Jun 2021  19:23:58",24,9,190
"A Vampire Lordâ€™s Home is its Castle","ais523","10 Jun  2021 21:20:00","Enacted","Kevan","12 Jun 2021  07:56:32",34,14,190
"Mystifying Maze","Phil","10 Jun  2021 21:21:00","Failed","Kevan","12 Jun 2021  07:57:52",34,9,190
"Affording to Explore","ais523","10 Jun  2021 21:46:00","Failed","Kevan","12 Jun 2021  07:58:29",34,10,190
"What Fools These Mortals","Kevan","11 Jun  2021 09:38:00","Enacted","Kevan","12 Jun 2021  08:02:51",22,9,190
"Tuesday Hamburger","Brendan","11 Jun  2021 15:56:00","Enacted","Kevan","12 Jun 2021  08:05:28",16,9,190
"Revenant Revenue","Brendan","11 Jun  2021 19:34:00","Failed","Brendan","13 Jun 2021  19:49:43",48,9,190
"[Special Case] Favour tweaking","pokes","11 Jun  2021 19:44:00","Enacted","Josh","13 Jun 2021  20:13:54",48,5,190
"Powers of adjacency","Raven1207","11 Jun  2021 22:06:00","Enacted","Josh","13 Jun 2021  20:15:39",46,11,190
"lil crypt denizen fix","lemon","11 Jun  2021 23:13:00","Enacted","Josh","13 Jun 2021  20:16:42",45,7,190
"Dark Machinations","lemon","12 Jun  2021 00:02:00","Failed","Josh","13 Jun 2021  20:17:35",44,12,190
"The blood price price","pokes","12 Jun  2021 00:16:00","Failed","Josh","13 Jun 2021  20:18:09",44,7,190
"Name in Blood","Clucky","12 Jun  2021 03:14:00","Enacted","Kevan","14 Jun 2021  07:31:18",52,10,190
"I built this","ais523","12 Jun  2021 08:18:00","Enacted","Josh","14 Jun 2021  08:53:52",48,7,190
"Of Antioch","Josh","12 Jun  2021 09:37:00","Enacted","Josh","14 Jun 2021  13:03:23",51,21,190
"No Artificial Favourings [Special Case]","Kevan","12 Jun  2021 09:50:00","Enacted","Josh","14 Jun 2021  13:06:23",51,11,190
"[Appendix] Too late to edit?","ais523","12 Jun  2021 11:57:00","Enacted","Josh","14 Jun 2021  13:08:54",49,13,190
"Level Knevel","Josh","12 Jun  2021 14:04:00","Enacted","Josh","14 Jun 2021  13:10:25",47,15,190
"Red Mist","Kevan","13 Jun  2021 13:06:00","Enacted","Brendan","14 Jun 2021  15:58:54",26,10,190
"Dark Machinations Mk II","lemon","14 Jun  2021 01:24:00","Failed","Brendan","15 Jun 2021  20:37:33",43,12,190
"Richardo von Nestor becomes Agile","lemon","14 Jun  2021 05:49:00","Enacted","Brendan","15 Jun 2021  20:38:17",38,11,190
"Blood money","Josh","14 Jun  2021 13:31:00","Enacted","Brendan","15 Jun 2021  20:42:09",31,9,190
"Monster Mash","Clucky","14 Jun  2021 15:50:00","Enacted","Brendan","15 Jun 2021  20:46:37",28,6,190
"Mud Honey","Brendan","14 Jun  2021 15:57:00","Failed","Brendan","15 Jun 2021  20:47:40",28,9,190
"... Too Quiet","Kevan","14 Jun  2021 17:17:00","Enacted","Kevan","16 Jun 2021  13:38:54",44,13,190
"Building bigger","ais523","14 Jun  2021 17:58:00","Enacted","Kevan","16 Jun 2021  18:02:55",48,15,190
"Bats in the Belfry","Clucky","14 Jun  2021 18:31:00","Vetoed","Kevan","16 Jun 2021  18:03:34",47,25,190
"Doug Funnie","Brendan","14 Jun  2021 22:06:00","Enacted","Brendan","16 Jun 2021  20:03:02",45,7,190
"The Favour of an Immortal","Josh","15 Jun  2021 09:15:00","Enacted","Josh","17 Jun 2021  09:18:39",48,27,190
"When was that?","Clucky","16 Jun  2021 03:43:00","Enacted","Josh","18 Jun 2021  08:41:29",52,7,190
"Call-Off Schedules","Josh","16 Jun  2021 08:42:00","Enacted","Josh","18 Jun 2021  08:46:36",48,12,190
"Nâ€™Oubliette [Appendix]","Kevan","16 Jun  2021 13:36:00","Enacted","Josh","18 Jun 2021  08:55:11",43,6,190
"Symphony of the Might","Brendan","16 Jun  2021 17:54:00","Failed","Josh","18 Jun 2021  08:57:17",39,14,190
"Twisty Little Passages","Kevan","17 Jun  2021 09:12:00","Enacted","Kevan","19 Jun 2021  12:52:39",51,11,190
"Some tidying up","Josh","17 Jun  2021 09:21:00","Enacted","Josh","19 Jun 2021  19:22:59",58,10,190
